entry,path,row,col
1914,training_data_singles/entry1914.jpg,33.0,28.0
1915,training_data_singles/entry1915.jpg,21.0,35.0
1916,training_data_singles/entry1916.jpg,32.0,34.0
1917,training_data_singles/entry1917.jpg,25.0,39.0
1918,training_data_singles/entry1918.jpg,7.0,57.0
1919,training_data_singles/entry1919.jpg,32.0,35.0
1920,training_data_singles/entry1920.jpg,31.0,35.0
1921,training_data_singles/entry1921.jpg,36.0,22.0
1922,training_data_singles/entry1922.jpg,39.0,26.0
1923,training_data_singles/entry1923.jpg,36.0,32.0
1924,training_data_singles/entry1924.jpg,24.0,44.0
1925,training_data_singles/entry1925.jpg,22.0,41.0
1926,training_data_singles/entry1926.jpg,35.0,33.0
1927,training_data_singles/entry1927.jpg,35.0,33.0
1928,training_data_singles/entry1928.jpg,19.0,0.0
1929,training_data_singles/entry1929.jpg,26.0,19.0
1930,training_data_singles/entry1930.jpg,49.0,54.0
1931,training_data_singles/entry1931.jpg,50.0,39.0
1932,training_data_singles/entry1932.jpg,21.0,22.0
1933,training_data_singles/entry1933.jpg,5.0,14.0
1934,training_data_singles/entry1934.jpg,39.0,30.0
1935,training_data_singles/entry1935.jpg,15.0,42.0
1936,training_data_singles/entry1936.jpg,24.0,31.0
1937,training_data_singles/entry1937.jpg,44.0,25.0
1938,training_data_singles/entry1938.jpg,41.0,33.0
1939,training_data_singles/entry1939.jpg,35.0,34.0
1940,training_data_singles/entry1940.jpg,30.0,31.0
1941,training_data_singles/entry1941.jpg,30.0,31.0
1942,training_data_singles/entry1942.jpg,18.0,37.0
1943,training_data_singles/entry1943.jpg,17.0,32.0
1944,training_data_singles/entry1944.jpg,27.0,36.0
1945,training_data_singles/entry1945.jpg,25.0,35.0
1946,training_data_singles/entry1946.jpg,41.0,27.0
1947,training_data_singles/entry1947.jpg,51.0,21.0
1948,training_data_singles/entry1948.jpg,52.0,37.0
1949,training_data_singles/entry1949.jpg,32.0,26.0
1950,training_data_singles/entry1950.jpg,33.0,38.0
1951,training_data_singles/entry1951.jpg,33.0,40.0
1952,training_data_singles/entry1952.jpg,32.0,25.0
1953,training_data_singles/entry1953.jpg,31.0,25.0
1954,training_data_singles/entry1954.jpg,34.0,40.0
1955,training_data_singles/entry1955.jpg,33.0,35.0
1956,training_data_singles/entry1956.jpg,24.0,43.0
1957,training_data_singles/entry1957.jpg,4.0,61.0
1958,training_data_singles/entry1958.jpg,43.0,33.0
1959,training_data_singles/entry1959.jpg,50.0,35.0
1960,training_data_singles/entry1960.jpg,17.0,13.0
1961,training_data_singles/entry1961.jpg,28.0,19.0
1962,training_data_singles/entry1962.jpg,31.0,46.0
1963,training_data_singles/entry1963.jpg,32.0,39.0
1964,training_data_singles/entry1964.jpg,30.0,43.0
1965,training_data_singles/entry1965.jpg,32.0,39.0
1966,training_data_singles/entry1966.jpg,32.0,13.0
1967,training_data_singles/entry1967.jpg,34.0,16.0
1968,training_data_singles/entry1968.jpg,31.0,36.0
1969,training_data_singles/entry1969.jpg,31.0,34.0
1970,training_data_singles/entry1970.jpg,22.0,38.0
1971,training_data_singles/entry1971.jpg,36.0,64.0
1972,training_data_singles/entry1972.jpg,34.0,33.0
1973,training_data_singles/entry1973.jpg,24.0,24.0
1974,training_data_singles/entry1974.jpg,24.0,18.0
1975,training_data_singles/entry1975.jpg,43.0,52.0
1976,training_data_singles/entry1976.jpg,40.0,45.0
1977,training_data_singles/entry1977.jpg,42.0,33.0
1978,training_data_singles/entry1978.jpg,39.0,27.0
1979,training_data_singles/entry1979.jpg,27.0,15.0
1980,training_data_singles/entry1980.jpg,25.0,13.0
1981,training_data_singles/entry1981.jpg,6.0,0.0
1982,training_data_singles/entry1982.jpg,30.0,37.0
1983,training_data_singles/entry1983.jpg,25.0,34.0
1984,training_data_singles/entry1984.jpg,15.0,24.0
1985,training_data_singles/entry1985.jpg,32.0,41.0
1986,training_data_singles/entry1986.jpg,32.0,26.0
1987,training_data_singles/entry1987.jpg,32.0,26.0
1988,training_data_singles/entry1988.jpg,36.0,40.0
1989,training_data_singles/entry1989.jpg,35.0,34.0
1990,training_data_singles/entry1990.jpg,36.0,34.0
1991,training_data_singles/entry1991.jpg,12.0,38.0
1992,training_data_singles/entry1992.jpg,31.0,41.0
1993,training_data_singles/entry1993.jpg,28.0,38.0
1994,training_data_singles/entry1994.jpg,28.0,43.0
1995,training_data_singles/entry1995.jpg,27.0,39.0
1996,training_data_singles/entry1996.jpg,29.0,40.0
1997,training_data_singles/entry1997.jpg,29.0,42.0
1998,training_data_singles/entry1998.jpg,23.0,32.0
1999,training_data_singles/entry1999.jpg,23.0,32.0
2000,training_data_singles/entry2000.jpg,37.0,28.0
2001,training_data_singles/entry2001.jpg,31.0,25.0
2002,training_data_singles/entry2002.jpg,31.0,28.0
2003,training_data_singles/entry2003.jpg,36.0,30.0
2004,training_data_singles/entry2004.jpg,36.0,30.0
2005,training_data_singles/entry2005.jpg,35.0,20.0
2006,training_data_singles/entry2006.jpg,33.0,15.0
2007,training_data_singles/entry2007.jpg,33.0,15.0
2008,training_data_singles/entry2008.jpg,28.0,21.0
2009,training_data_singles/entry2009.jpg,27.0,42.0
2010,training_data_singles/entry2010.jpg,27.0,41.0
2011,training_data_singles/entry2011.jpg,32.0,46.0
2012,training_data_singles/entry2012.jpg,34.0,40.0
2013,training_data_singles/entry2013.jpg,32.0,38.0
2014,training_data_singles/entry2014.jpg,26.0,28.0
2015,training_data_singles/entry2015.jpg,26.0,28.0
2016,training_data_singles/entry2016.jpg,32.0,18.0
2017,training_data_singles/entry2017.jpg,38.0,26.0
2018,training_data_singles/entry2018.jpg,36.0,31.0
2019,training_data_singles/entry2019.jpg,30.0,39.0
2020,training_data_singles/entry2020.jpg,28.0,50.0
2021,training_data_singles/entry2021.jpg,30.0,41.0
2022,training_data_singles/entry2022.jpg,28.0,35.0
2023,training_data_singles/entry2023.jpg,29.0,37.0
2024,training_data_singles/entry2024.jpg,35.0,0.0
2025,training_data_singles/entry2025.jpg,32.0,27.0
2026,training_data_singles/entry2026.jpg,35.0,29.0
2027,training_data_singles/entry2027.jpg,35.0,29.0
2028,training_data_singles/entry2028.jpg,22.0,36.0
2029,training_data_singles/entry2029.jpg,44.0,64.0
2030,training_data_singles/entry2030.jpg,33.0,28.0
2031,training_data_singles/entry2031.jpg,32.0,28.0
2032,training_data_singles/entry2032.jpg,64.0,15.0
2033,training_data_singles/entry2033.jpg,2.0,56.0
2034,training_data_singles/entry2034.jpg,27.0,31.0
2035,training_data_singles/entry2035.jpg,32.0,17.0
2036,training_data_singles/entry2036.jpg,33.0,19.0
2037,training_data_singles/entry2037.jpg,32.0,24.0
2038,training_data_singles/entry2038.jpg,25.0,29.0
2039,training_data_singles/entry2039.jpg,32.0,25.0
2040,training_data_singles/entry2040.jpg,34.0,27.0
2041,training_data_singles/entry2041.jpg,30.0,40.0
2042,training_data_singles/entry2042.jpg,31.0,38.0
2043,training_data_singles/entry2043.jpg,37.0,49.0
2044,training_data_singles/entry2044.jpg,37.0,49.0
2045,training_data_singles/entry2045.jpg,27.0,25.0
2046,training_data_singles/entry2046.jpg,42.0,34.0
2047,training_data_singles/entry2047.jpg,41.0,36.0
2048,training_data_singles/entry2048.jpg,35.0,32.0
2049,training_data_singles/entry2049.jpg,33.0,24.0
2050,training_data_singles/entry2050.jpg,33.0,24.0
2051,training_data_singles/entry2051.jpg,16.0,29.0
2052,training_data_singles/entry2052.jpg,18.0,35.0
2053,training_data_singles/entry2053.jpg,46.0,40.0
2054,training_data_singles/entry2054.jpg,47.0,31.0
2055,training_data_singles/entry2055.jpg,1.0,64.0
2056,training_data_singles/entry2056.jpg,24.0,41.0
2057,training_data_singles/entry2057.jpg,29.0,33.0
2058,training_data_singles/entry2058.jpg,31.0,34.0
2059,training_data_singles/entry2059.jpg,41.0,37.0
2060,training_data_singles/entry2060.jpg,55.0,52.0
2061,training_data_singles/entry2061.jpg,47.0,39.0
2062,training_data_singles/entry2062.jpg,23.0,30.0
2063,training_data_singles/entry2063.jpg,21.0,30.0
2064,training_data_singles/entry2064.jpg,59.0,38.0
2065,training_data_singles/entry2065.jpg,40.0,29.0
2066,training_data_singles/entry2066.jpg,32.0,27.0
2067,training_data_singles/entry2067.jpg,33.0,29.0
2068,training_data_singles/entry2068.jpg,34.0,6.0
2069,training_data_singles/entry2069.jpg,37.0,9.0
2070,training_data_singles/entry2070.jpg,31.0,46.0
2071,training_data_singles/entry2071.jpg,31.0,42.0
2072,training_data_singles/entry2072.jpg,11.0,20.0
2073,training_data_singles/entry2073.jpg,13.0,28.0
2074,training_data_singles/entry2074.jpg,49.0,47.0
2075,training_data_singles/entry2075.jpg,49.0,36.0
2076,training_data_singles/entry2076.jpg,21.0,36.0
2077,training_data_singles/entry2077.jpg,36.0,32.0
2078,training_data_singles/entry2078.jpg,26.0,28.0
2079,training_data_singles/entry2079.jpg,26.0,29.0
2080,training_data_singles/entry2080.jpg,21.0,18.0
2081,training_data_singles/entry2081.jpg,24.0,22.0
2082,training_data_singles/entry2082.jpg,39.0,44.0
2083,training_data_singles/entry2083.jpg,46.0,52.0
2084,training_data_singles/entry2084.jpg,52.0,52.0
2085,training_data_singles/entry2085.jpg,36.0,10.0
2086,training_data_singles/entry2086.jpg,37.0,26.0
2087,training_data_singles/entry2087.jpg,30.0,46.0
2088,training_data_singles/entry2088.jpg,29.0,64.0
2089,training_data_singles/entry2089.jpg,31.0,35.0
2090,training_data_singles/entry2090.jpg,28.0,18.0
2091,training_data_singles/entry2091.jpg,29.0,14.0
2092,training_data_singles/entry2092.jpg,33.0,45.0
2093,training_data_singles/entry2093.jpg,33.0,45.0
2094,training_data_singles/entry2094.jpg,16.0,38.0
2095,training_data_singles/entry2095.jpg,28.0,26.0
2096,training_data_singles/entry2096.jpg,28.0,26.0
2097,training_data_singles/entry2097.jpg,50.0,49.0
2098,training_data_singles/entry2098.jpg,46.0,31.0
2099,training_data_singles/entry2099.jpg,28.0,26.0
2100,training_data_singles/entry2100.jpg,29.0,25.0
2101,training_data_singles/entry2101.jpg,30.0,23.0
2102,training_data_singles/entry2102.jpg,31.0,22.0
2103,training_data_singles/entry2103.jpg,34.0,26.0
2104,training_data_singles/entry2104.jpg,41.0,24.0
2105,training_data_singles/entry2105.jpg,28.0,35.0
2106,training_data_singles/entry2106.jpg,24.0,35.0
2107,training_data_singles/entry2107.jpg,40.0,31.0
2108,training_data_singles/entry2108.jpg,17.0,30.0
2109,training_data_singles/entry2109.jpg,17.0,30.0
2110,training_data_singles/entry2110.jpg,20.0,30.0
2111,training_data_singles/entry2111.jpg,24.0,33.0
2112,training_data_singles/entry2112.jpg,28.0,32.0
2113,training_data_singles/entry2113.jpg,37.0,38.0
2114,training_data_singles/entry2114.jpg,47.0,50.0
2115,training_data_singles/entry2115.jpg,37.0,33.0
2116,training_data_singles/entry2116.jpg,36.0,32.0
2117,training_data_singles/entry2117.jpg,30.0,27.0
2118,training_data_singles/entry2118.jpg,30.0,27.0
2119,training_data_singles/entry2119.jpg,34.0,37.0
2120,training_data_singles/entry2120.jpg,42.0,45.0
2121,training_data_singles/entry2121.jpg,31.0,19.0
2122,training_data_singles/entry2122.jpg,32.0,22.0
2123,training_data_singles/entry2123.jpg,36.0,1.0
2124,training_data_singles/entry2124.jpg,42.0,12.0
2125,training_data_singles/entry2125.jpg,20.0,35.0
2126,training_data_singles/entry2126.jpg,42.0,32.0
2127,training_data_singles/entry2127.jpg,37.0,32.0
2128,training_data_singles/entry2128.jpg,27.0,29.0
2129,training_data_singles/entry2129.jpg,28.0,30.0
2130,training_data_singles/entry2130.jpg,32.0,36.0
2131,training_data_singles/entry2131.jpg,32.0,36.0
2132,training_data_singles/entry2132.jpg,26.0,38.0
2133,training_data_singles/entry2133.jpg,36.0,36.0
2134,training_data_singles/entry2134.jpg,42.0,38.0
2135,training_data_singles/entry2135.jpg,55.0,34.0
2136,training_data_singles/entry2136.jpg,34.0,23.0
2137,training_data_singles/entry2137.jpg,32.0,54.0
2138,training_data_singles/entry2138.jpg,31.0,40.0
2139,training_data_singles/entry2139.jpg,31.0,22.0
2140,training_data_singles/entry2140.jpg,33.0,35.0
2141,training_data_singles/entry2141.jpg,16.0,35.0
2142,training_data_singles/entry2142.jpg,38.0,25.0
2143,training_data_singles/entry2143.jpg,37.0,35.0
2144,training_data_singles/entry2144.jpg,35.0,36.0
2145,training_data_singles/entry2145.jpg,44.0,42.0
2146,training_data_singles/entry2146.jpg,38.0,25.0
2147,training_data_singles/entry2147.jpg,28.0,24.0
2148,training_data_singles/entry2148.jpg,28.0,25.0
2149,training_data_singles/entry2149.jpg,16.0,46.0
2150,training_data_singles/entry2150.jpg,33.0,9.0
2151,training_data_singles/entry2151.jpg,40.0,0.0
2152,training_data_singles/entry2152.jpg,31.0,39.0
2153,training_data_singles/entry2153.jpg,30.0,39.0
2154,training_data_singles/entry2154.jpg,33.0,64.0
2155,training_data_singles/entry2155.jpg,31.0,7.0
2156,training_data_singles/entry2156.jpg,33.0,15.0
2157,training_data_singles/entry2157.jpg,30.0,42.0
2158,training_data_singles/entry2158.jpg,30.0,42.0
2159,training_data_singles/entry2159.jpg,31.0,49.0
2160,training_data_singles/entry2160.jpg,32.0,44.0
2161,training_data_singles/entry2161.jpg,33.0,43.0
2162,training_data_singles/entry2162.jpg,29.0,21.0
2163,training_data_singles/entry2163.jpg,30.0,23.0
2164,training_data_singles/entry2164.jpg,34.0,64.0
2165,training_data_singles/entry2165.jpg,36.0,40.0
2166,training_data_singles/entry2166.jpg,27.0,11.0
2167,training_data_singles/entry2167.jpg,29.0,21.0
2168,training_data_singles/entry2168.jpg,15.0,38.0
2169,training_data_singles/entry2169.jpg,40.0,21.0
2170,training_data_singles/entry2170.jpg,18.0,31.0
2171,training_data_singles/entry2171.jpg,34.0,35.0
2172,training_data_singles/entry2172.jpg,34.0,35.0
2173,training_data_singles/entry2173.jpg,37.0,28.0
2174,training_data_singles/entry2174.jpg,36.0,33.0
2175,training_data_singles/entry2175.jpg,33.0,35.0
2176,training_data_singles/entry2176.jpg,23.0,33.0
2177,training_data_singles/entry2177.jpg,22.0,33.0
2178,training_data_singles/entry2178.jpg,60.0,16.0
2179,training_data_singles/entry2179.jpg,27.0,38.0
2180,training_data_singles/entry2180.jpg,26.0,43.0
2181,training_data_singles/entry2181.jpg,31.0,31.0
2182,training_data_singles/entry2182.jpg,23.0,6.0
2183,training_data_singles/entry2183.jpg,32.0,46.0
2184,training_data_singles/entry2184.jpg,35.0,41.0
2185,training_data_singles/entry2185.jpg,33.0,14.0
2186,training_data_singles/entry2186.jpg,36.0,11.0
2187,training_data_singles/entry2187.jpg,32.0,38.0
2188,training_data_singles/entry2188.jpg,32.0,38.0
2189,training_data_singles/entry2189.jpg,33.0,37.0
2190,training_data_singles/entry2190.jpg,32.0,20.0
2191,training_data_singles/entry2191.jpg,35.0,30.0
2192,training_data_singles/entry2192.jpg,26.0,24.0
2193,training_data_singles/entry2193.jpg,34.0,35.0
2194,training_data_singles/entry2194.jpg,34.0,35.0
2195,training_data_singles/entry2195.jpg,36.0,36.0
2196,training_data_singles/entry2196.jpg,42.0,37.0
2197,training_data_singles/entry2197.jpg,26.0,22.0
2198,training_data_singles/entry2198.jpg,31.0,27.0
2199,training_data_singles/entry2199.jpg,38.0,38.0
2200,training_data_singles/entry2200.jpg,38.0,41.0
2201,training_data_singles/entry2201.jpg,20.0,63.0
2202,training_data_singles/entry2202.jpg,29.0,64.0
2203,training_data_singles/entry2203.jpg,39.0,27.0
2204,training_data_singles/entry2204.jpg,39.0,22.0
2205,training_data_singles/entry2205.jpg,28.0,29.0
2206,training_data_singles/entry2206.jpg,28.0,30.0
2207,training_data_singles/entry2207.jpg,32.0,10.0
2208,training_data_singles/entry2208.jpg,17.0,19.0
2209,training_data_singles/entry2209.jpg,35.0,0.0
2210,training_data_singles/entry2210.jpg,37.0,27.0
2211,training_data_singles/entry2211.jpg,37.0,27.0
2212,training_data_singles/entry2212.jpg,38.0,26.0
2213,training_data_singles/entry2213.jpg,45.0,28.0
2214,training_data_singles/entry2214.jpg,27.0,34.0
2215,training_data_singles/entry2215.jpg,17.0,37.0
2216,training_data_singles/entry2216.jpg,14.0,38.0
2217,training_data_singles/entry2217.jpg,34.0,30.0
2218,training_data_singles/entry2218.jpg,34.0,30.0
2219,training_data_singles/entry2219.jpg,50.0,30.0
2220,training_data_singles/entry2220.jpg,46.0,30.0
2221,training_data_singles/entry2221.jpg,21.0,37.0
2222,training_data_singles/entry2222.jpg,20.0,38.0
2223,training_data_singles/entry2223.jpg,31.0,31.0
2224,training_data_singles/entry2224.jpg,35.0,64.0
2225,training_data_singles/entry2225.jpg,39.0,64.0
2226,training_data_singles/entry2226.jpg,29.0,40.0
2227,training_data_singles/entry2227.jpg,29.0,31.0
2228,training_data_singles/entry2228.jpg,34.0,13.0
2229,training_data_singles/entry2229.jpg,22.0,43.0
2230,training_data_singles/entry2230.jpg,4.0,37.0
2231,training_data_singles/entry2231.jpg,45.0,21.0
2232,training_data_singles/entry2232.jpg,49.0,25.0
2233,training_data_singles/entry2233.jpg,25.0,21.0
2234,training_data_singles/entry2234.jpg,26.0,18.0
2235,training_data_singles/entry2235.jpg,20.0,21.0
2236,training_data_singles/entry2236.jpg,32.0,47.0
2237,training_data_singles/entry2237.jpg,32.0,44.0
2238,training_data_singles/entry2238.jpg,30.0,21.0
2239,training_data_singles/entry2239.jpg,34.0,26.0
2240,training_data_singles/entry2240.jpg,32.0,38.0
2241,training_data_singles/entry2241.jpg,33.0,35.0
2242,training_data_singles/entry2242.jpg,36.0,42.0
2243,training_data_singles/entry2243.jpg,31.0,30.0
2244,training_data_singles/entry2244.jpg,19.0,10.0
2245,training_data_singles/entry2245.jpg,24.0,27.0
2246,training_data_singles/entry2246.jpg,48.0,54.0
2247,training_data_singles/entry2247.jpg,63.0,60.0
2248,training_data_singles/entry2248.jpg,38.0,23.0
2249,training_data_singles/entry2249.jpg,20.0,19.0
2250,training_data_singles/entry2250.jpg,15.0,20.0
2251,training_data_singles/entry2251.jpg,42.0,43.0
2252,training_data_singles/entry2252.jpg,64.0,49.0
2253,training_data_singles/entry2253.jpg,32.0,32.0
2254,training_data_singles/entry2254.jpg,23.0,32.0
2255,training_data_singles/entry2255.jpg,21.0,30.0
2256,training_data_singles/entry2256.jpg,0.0,1.0
2257,training_data_singles/entry2257.jpg,26.0,25.0
2258,training_data_singles/entry2258.jpg,30.0,19.0
2259,training_data_singles/entry2259.jpg,36.0,38.0
2260,training_data_singles/entry2260.jpg,28.0,30.0
2261,training_data_singles/entry2261.jpg,28.0,30.0
2262,training_data_singles/entry2262.jpg,34.0,3.0
2263,training_data_singles/entry2263.jpg,34.0,33.0
2264,training_data_singles/entry2264.jpg,27.0,31.0
2265,training_data_singles/entry2265.jpg,21.0,22.0
2266,training_data_singles/entry2266.jpg,28.0,26.0
2267,training_data_singles/entry2267.jpg,31.0,34.0
2268,training_data_singles/entry2268.jpg,28.0,43.0
2269,training_data_singles/entry2269.jpg,28.0,44.0
2270,training_data_singles/entry2270.jpg,33.0,28.0
2271,training_data_singles/entry2271.jpg,33.0,28.0
2272,training_data_singles/entry2272.jpg,24.0,33.0
2273,training_data_singles/entry2273.jpg,22.0,33.0
2274,training_data_singles/entry2274.jpg,31.0,42.0
2275,training_data_singles/entry2275.jpg,29.0,20.0
2276,training_data_singles/entry2276.jpg,34.0,22.0
2277,training_data_singles/entry2277.jpg,26.0,40.0
2278,training_data_singles/entry2278.jpg,27.0,39.0
2279,training_data_singles/entry2279.jpg,35.0,64.0
2280,training_data_singles/entry2280.jpg,40.0,23.0
2281,training_data_singles/entry2281.jpg,29.0,18.0
2282,training_data_singles/entry2282.jpg,31.0,16.0
2283,training_data_singles/entry2283.jpg,32.0,27.0
2284,training_data_singles/entry2284.jpg,43.0,64.0
2285,training_data_singles/entry2285.jpg,30.0,47.0
2286,training_data_singles/entry2286.jpg,31.0,40.0
2287,training_data_singles/entry2287.jpg,27.0,53.0
2288,training_data_singles/entry2288.jpg,30.0,40.0
2289,training_data_singles/entry2289.jpg,49.0,0.0
2290,training_data_singles/entry2290.jpg,22.0,36.0
2291,training_data_singles/entry2291.jpg,19.0,37.0
2292,training_data_singles/entry2292.jpg,40.0,31.0
2293,training_data_singles/entry2293.jpg,36.0,31.0
2294,training_data_singles/entry2294.jpg,31.0,6.0
2295,training_data_singles/entry2295.jpg,31.0,10.0
2296,training_data_singles/entry2296.jpg,30.0,37.0
2297,training_data_singles/entry2297.jpg,49.0,64.0
2298,training_data_singles/entry2298.jpg,44.0,64.0
2299,training_data_singles/entry2299.jpg,45.0,64.0
2300,training_data_singles/entry2300.jpg,31.0,36.0
2301,training_data_singles/entry2301.jpg,23.0,30.0
2302,training_data_singles/entry2302.jpg,23.0,30.0
2303,training_data_singles/entry2303.jpg,28.0,31.0
2304,training_data_singles/entry2304.jpg,28.0,31.0
2305,training_data_singles/entry2305.jpg,23.0,43.0
2306,training_data_singles/entry2306.jpg,25.0,47.0
2307,training_data_singles/entry2307.jpg,30.0,33.0
2308,training_data_singles/entry2308.jpg,39.0,20.0
2309,training_data_singles/entry2309.jpg,42.0,18.0
2310,training_data_singles/entry2310.jpg,38.0,31.0
2311,training_data_singles/entry2311.jpg,35.0,49.0
2312,training_data_singles/entry2312.jpg,34.0,43.0
2313,training_data_singles/entry2313.jpg,19.0,17.0
2314,training_data_singles/entry2314.jpg,31.0,40.0
2315,training_data_singles/entry2315.jpg,32.0,40.0
2316,training_data_singles/entry2316.jpg,31.0,19.0
2317,training_data_singles/entry2317.jpg,33.0,24.0
2318,training_data_singles/entry2318.jpg,35.0,26.0
2319,training_data_singles/entry2319.jpg,35.0,26.0
2320,training_data_singles/entry2320.jpg,27.0,0.0
2321,training_data_singles/entry2321.jpg,32.0,24.0
2322,training_data_singles/entry2322.jpg,34.0,36.0
2323,training_data_singles/entry2323.jpg,33.0,36.0
2324,training_data_singles/entry2324.jpg,39.0,64.0
2325,training_data_singles/entry2325.jpg,32.0,48.0
2326,training_data_singles/entry2326.jpg,32.0,42.0
2327,training_data_singles/entry2327.jpg,13.0,17.0
2328,training_data_singles/entry2328.jpg,34.0,30.0
2329,training_data_singles/entry2329.jpg,34.0,30.0
2330,training_data_singles/entry2330.jpg,18.0,5.0
2331,training_data_singles/entry2331.jpg,26.0,18.0
2332,training_data_singles/entry2332.jpg,27.0,24.0
2333,training_data_singles/entry2333.jpg,28.0,26.0
2334,training_data_singles/entry2334.jpg,34.0,26.0
2335,training_data_singles/entry2335.jpg,36.0,31.0
2336,training_data_singles/entry2336.jpg,35.0,30.0
2337,training_data_singles/entry2337.jpg,35.0,41.0
2338,training_data_singles/entry2338.jpg,35.0,38.0
2339,training_data_singles/entry2339.jpg,30.0,40.0
2340,training_data_singles/entry2340.jpg,31.0,35.0
2341,training_data_singles/entry2341.jpg,27.0,20.0
2342,training_data_singles/entry2342.jpg,30.0,27.0
2343,training_data_singles/entry2343.jpg,39.0,48.0
2344,training_data_singles/entry2344.jpg,37.0,46.0
2345,training_data_singles/entry2345.jpg,32.0,7.0
2346,training_data_singles/entry2346.jpg,35.0,21.0
2347,training_data_singles/entry2347.jpg,31.0,42.0
2348,training_data_singles/entry2348.jpg,31.0,40.0
2349,training_data_singles/entry2349.jpg,32.0,22.0
2350,training_data_singles/entry2350.jpg,38.0,24.0
2351,training_data_singles/entry2351.jpg,29.0,18.0
2352,training_data_singles/entry2352.jpg,30.0,12.0
2353,training_data_singles/entry2353.jpg,32.0,18.0
2354,training_data_singles/entry2354.jpg,19.0,36.0
2355,training_data_singles/entry2355.jpg,28.0,30.0
2356,training_data_singles/entry2356.jpg,28.0,30.0
2357,training_data_singles/entry2357.jpg,30.0,24.0
2358,training_data_singles/entry2358.jpg,37.0,3.0
2359,training_data_singles/entry2359.jpg,29.0,27.0
2360,training_data_singles/entry2360.jpg,29.0,19.0
2361,training_data_singles/entry2361.jpg,11.0,38.0
2362,training_data_singles/entry2362.jpg,38.0,20.0
2363,training_data_singles/entry2363.jpg,35.0,57.0
2364,training_data_singles/entry2364.jpg,33.0,42.0
2365,training_data_singles/entry2365.jpg,26.0,23.0
2366,training_data_singles/entry2366.jpg,32.0,40.0
2367,training_data_singles/entry2367.jpg,30.0,36.0
2368,training_data_singles/entry2368.jpg,29.0,46.0
2369,training_data_singles/entry2369.jpg,30.0,64.0
2370,training_data_singles/entry2370.jpg,30.0,35.0
2371,training_data_singles/entry2371.jpg,26.0,31.0
2372,training_data_singles/entry2372.jpg,26.0,31.0
2373,training_data_singles/entry2373.jpg,41.0,0.0
2374,training_data_singles/entry2374.jpg,35.0,14.0
2375,training_data_singles/entry2375.jpg,33.0,24.0
2376,training_data_singles/entry2376.jpg,28.0,33.0
2377,training_data_singles/entry2377.jpg,27.0,33.0
2378,training_data_singles/entry2378.jpg,23.0,36.0
2379,training_data_singles/entry2379.jpg,22.0,35.0
2380,training_data_singles/entry2380.jpg,39.0,0.0
2381,training_data_singles/entry2381.jpg,41.0,32.0
2382,training_data_singles/entry2382.jpg,31.0,36.0
2383,training_data_singles/entry2383.jpg,31.0,36.0
2384,training_data_singles/entry2384.jpg,42.0,58.0
2385,training_data_singles/entry2385.jpg,31.0,37.0
2386,training_data_singles/entry2386.jpg,27.0,42.0
2387,training_data_singles/entry2387.jpg,34.0,26.0
2388,training_data_singles/entry2388.jpg,35.0,59.0
2389,training_data_singles/entry2389.jpg,35.0,55.0
2390,training_data_singles/entry2390.jpg,32.0,36.0
2391,training_data_singles/entry2391.jpg,41.0,33.0
2392,training_data_singles/entry2392.jpg,38.0,33.0
2393,training_data_singles/entry2393.jpg,21.0,28.0
2394,training_data_singles/entry2394.jpg,21.0,30.0
2395,training_data_singles/entry2395.jpg,18.0,29.0
2396,training_data_singles/entry2396.jpg,25.0,32.0
2397,training_data_singles/entry2397.jpg,41.0,36.0
2398,training_data_singles/entry2398.jpg,38.0,32.0
2399,training_data_singles/entry2399.jpg,13.0,28.0
2400,training_data_singles/entry2400.jpg,23.0,0.0
2401,training_data_singles/entry2401.jpg,41.0,37.0
2402,training_data_singles/entry2402.jpg,35.0,35.0
2403,training_data_singles/entry2403.jpg,35.0,35.0
2404,training_data_singles/entry2404.jpg,35.0,36.0
2405,training_data_singles/entry2405.jpg,57.0,63.0
2406,training_data_singles/entry2406.jpg,32.0,29.0
2407,training_data_singles/entry2407.jpg,2.0,37.0
2408,training_data_singles/entry2408.jpg,15.0,32.0
2409,training_data_singles/entry2409.jpg,32.0,27.0
2410,training_data_singles/entry2410.jpg,32.0,28.0
2411,training_data_singles/entry2411.jpg,33.0,29.0
2412,training_data_singles/entry2412.jpg,22.0,32.0
2413,training_data_singles/entry2413.jpg,22.0,27.0
2414,training_data_singles/entry2414.jpg,22.0,24.0
2415,training_data_singles/entry2415.jpg,34.0,43.0
2416,training_data_singles/entry2416.jpg,40.0,44.0
2417,training_data_singles/entry2417.jpg,26.0,23.0
2418,training_data_singles/entry2418.jpg,38.0,48.0
2419,training_data_singles/entry2419.jpg,40.0,40.0
2420,training_data_singles/entry2420.jpg,16.0,17.0
2421,training_data_singles/entry2421.jpg,22.0,26.0
2422,training_data_singles/entry2422.jpg,38.0,26.0
2423,training_data_singles/entry2423.jpg,35.0,32.0
2424,training_data_singles/entry2424.jpg,38.0,50.0
2425,training_data_singles/entry2425.jpg,42.0,44.0
2426,training_data_singles/entry2426.jpg,34.0,0.0
2427,training_data_singles/entry2427.jpg,36.0,48.0
2428,training_data_singles/entry2428.jpg,42.0,47.0
2429,training_data_singles/entry2429.jpg,18.0,6.0
2430,training_data_singles/entry2430.jpg,32.0,41.0
2431,training_data_singles/entry2431.jpg,32.0,41.0
